date,source,unit,State,year,month,value
2024-07-15,Small-Hydro,MW,Karnataka,2024,7,1284.73
2024-08-15,Small-Hydro,MW,Karnataka,2024,8,1284.73
2024-09-15,Small-Hydro,MW,Karnataka,2024,9,1284.73
2024-10-15,Small-Hydro,MW,Karnataka,2024,10,1284.73
2024-11-15,Small-Hydro,MW,Karnataka,2024,11,1284.73
2024-12-15,Small-Hydro,MW,Karnataka,2024,12,1284.73
2025-01-15,Small-Hydro,MW,Karnataka,2025,1,1284.73
2025-02-15,Small-Hydro,MW,Karnataka,2025,2,1284.73
2025-03-15,Small-Hydro,MW,Karnataka,2025,3,1284.73
2025-04-15,Small-Hydro,MW,Karnataka,2025,4,1284.73
2025-05-15,Small-Hydro,MW,Karnataka,2025,5,1284.73
2025-06-15,Small-Hydro,MW,Karnataka,2025,6,1284.73
2025-07-15,Small-Hydro,MW,Karnataka,2025,7,1284.73
2025-08-15,Small-Hydro,MW,Karnataka,2025,8,1284.73
2024-01-15,Bio Power,MW,Karnataka,2024,1,1907.72
2024-02-15,Bio Power,MW,Karnataka,2024,2,1907.72
2024-03-15,Bio Power,MW,Karnataka,2024,3,1907.72
2024-04-15,Bio Power,MW,Karnataka,2024,4,1907.72
2024-05-15,Bio Power,MW,Karnataka,2024,5,1907.72
2024-06-15,Bio Power,MW,Karnataka,2024,6,1907.72
2024-07-15,Bio Power,MW,Karnataka,2024,7,1907.72
2024-08-15,Bio Power,MW,Karnataka,2024,8,1907.72
2024-09-15,Bio Power,MW,Karnataka,2024,9,1909.95
2024-10-15,Bio Power,MW,Karnataka,2024,10,1909.95
2024-11-15,Bio Power,MW,Karnataka,2024,11,1909.95
2024-12-15,Bio Power,MW,Karnataka,2024,12,1909.95
2025-01-15,Bio Power,MW,Karnataka,2025,1,1909.95
2025-02-15,Bio Power,MW,Karnataka,2025,2,1909.95
2025-03-15,Bio Power,MW,Karnataka,2025,3,1912.95
2025-04-15,Bio Power,MW,Karnataka,2025,4,1916.05
2025-05-15,Bio Power,MW,Karnataka,2025,5,1916.05
2025-06-15,Bio Power,MW,Karnataka,2025,6,1916.05
2025-07-15,Bio Power,MW,Karnataka,2025,7,1916.05
2025-08-15,Bio Power,MW,Karnataka,2025,8,1916.05
2024-01-15,Coal,MW,Puducherry,2024,1,
2024-02-15,Coal,MW,Puducherry,2024,2,
2024-03-15,Coal,MW,Puducherry,2024,3,
2024-04-15,Coal,MW,Puducherry,2024,4,
2024-05-15,Coal,MW,Puducherry,2024,5,
2024-06-15,Coal,MW,Puducherry,2024,6,
2024-07-15,Coal,MW,Puducherry,2024,7,
2024-08-15,Coal,MW,Puducherry,2024,8,
2024-09-15,Coal,MW,Puducherry,2024,9,
2024-10-15,Coal,MW,Puducherry,2024,10,
2024-11-15,Coal,MW,Puducherry,2024,11,
2024-12-15,Coal,MW,Puducherry,2024,12,
2025-01-15,Coal,MW,Puducherry,2025,1,
2025-02-15,Coal,MW,Puducherry,2025,2,
2025-03-15,Coal,MW,Puducherry,2025,3,
2025-04-15,Coal,MW,Puducherry,2025,4,
2025-05-15,Coal,MW,Puducherry,2025,5,
2025-06-15,Coal,MW,Puducherry,2025,6,
2025-07-15,Coal,MW,Puducherry,2025,7,
2025-08-15,Coal,MW,Puducherry,2025,8,
2024-01-15,Oil & Gas,MW,Puducherry,2024,1,32.5
2024-02-15,Oil & Gas,MW,Puducherry,2024,2,32.5
2024-03-15,Oil & Gas,MW,Puducherry,2024,3,32.5
2024-04-15,Oil & Gas,MW,Puducherry,2024,4,32.5
2024-05-15,Oil & Gas,MW,Puducherry,2024,5,32.5
2024-06-15,Oil & Gas,MW,Puducherry,2024,6,32.5
2024-07-15,Oil & Gas,MW,Puducherry,2024,7,32.5
2024-08-15,Oil & Gas,MW,Puducherry,2024,8,32.5
2024-09-15,Oil & Gas,MW,Puducherry,2024,9,32.5
2024-10-15,Oil & Gas,MW,Puducherry,2024,10,32.5
2024-11-15,Oil & Gas,MW,Puducherry,2024,11,32.5
2024-12-15,Oil & Gas,MW,Puducherry,2024,12,32.5
2025-01-15,Oil & Gas,MW,Puducherry,2025,1,32.5
2025-02-15,Oil & Gas,MW,Puducherry,2025,2,32.5
2025-03-15,Oil & Gas,MW,Puducherry,2025,3,32.5
2025-04-15,Oil & Gas,MW,Puducherry,2025,4,32.5
2025-05-15,Oil & Gas,MW,Puducherry,2025,5,32.5
2025-06-15,Oil & Gas,MW,Puducherry,2025,6,32.5
2025-07-15,Oil & Gas,MW,Puducherry,2025,7,32.5
2025-08-15,Oil & Gas,MW,Puducherry,2025,8,32.5
2024-01-15,Nuclear,MW,Puducherry,2024,1,
2024-02-15,Nuclear,MW,Puducherry,2024,2,
2024-03-15,Nuclear,MW,Puducherry,2024,3,
2024-04-15,Nuclear,MW,Puducherry,2024,4,
2024-05-15,Nuclear,MW,Puducherry,2024,5,
2024-06-15,Nuclear,MW,Puducherry,2024,6,
2024-07-15,Nuclear,MW,Puducherry,2024,7,
2024-08-15,Nuclear,MW,Puducherry,2024,8,
2024-09-15,Nuclear,MW,Puducherry,2024,9,
2024-10-15,Nuclear,MW,Puducherry,2024,10,
2024-11-15,Nuclear,MW,Puducherry,2024,11,
2024-12-15,Nuclear,MW,Puducherry,2024,12,
2025-01-15,Nuclear,MW,Puducherry,2025,1,
2025-02-15,Nuclear,MW,Puducherry,2025,2,
2025-03-15,Nuclear,MW,Puducherry,2025,3,
2025-04-15,Nuclear,MW,Puducherry,2025,4,
2025-05-15,Nuclear,MW,Puducherry,2025,5,
2025-06-15,Nuclear,MW,Puducherry,2025,6,
2025-07-15,Nuclear,MW,Puducherry,2025,7,
2025-08-15,Nuclear,MW,Puducherry,2025,8,
2024-01-15,Hydro,MW,Puducherry,2024,1,
2024-02-15,Hydro,MW,Puducherry,2024,2,
2024-03-15,Hydro,MW,Puducherry,2024,3,
2024-04-15,Hydro,MW,Puducherry,2024,4,
2024-05-15,Hydro,MW,Puducherry,2024,5,
2024-06-15,Hydro,MW,Puducherry,2024,6,
2024-07-15,Hydro,MW,Puducherry,2024,7,
2024-08-15,Hydro,MW,Puducherry,2024,8,
2024-09-15,Hydro,MW,Puducherry,2024,9,
2024-10-15,Hydro,MW,Puducherry,2024,10,
2024-11-15,Hydro,MW,Puducherry,2024,11,
2024-12-15,Hydro,MW,Puducherry,2024,12,
2025-01-15,Hydro,MW,Puducherry,2025,1,
2025-02-15,Hydro,MW,Puducherry,2025,2,
2025-03-15,Hydro,MW,Puducherry,2025,3,
2025-04-15,Hydro,MW,Puducherry,2025,4,
2025-05-15,Hydro,MW,Puducherry,2025,5,
2025-06-15,Hydro,MW,Puducherry,2025,6,
2025-07-15,Hydro,MW,Puducherry,2025,7,
2025-08-15,Hydro,MW,Puducherry,2025,8,
2024-01-15,Solar,MW,Puducherry,2024,1,43.34
2024-02-15,Solar,MW,Puducherry,2024,2,43.34
2024-03-15,Solar,MW,Puducherry,2024,3,49.91
2024-04-15,Solar,MW,Puducherry,2024,4,50.04
2024-05-15,Solar,MW,Puducherry,2024,5,50.63
2024-06-15,Solar,MW,Puducherry,2024,6,51.42
2024-07-15,Solar,MW,Puducherry,2024,7,51.56
2024-08-15,Solar,MW,Puducherry,2024,8,51.74
2024-09-15,Solar,MW,Puducherry,2024,9,52.27
2024-10-15,Solar,MW,Puducherry,2024,10,52.27
2024-11-15,Solar,MW,Puducherry,2024,11,52.64
2024-12-15,Solar,MW,Puducherry,2024,12,53.26
2025-01-15,Solar,MW,Puducherry,2025,1,53.81
2025-02-15,Solar,MW,Puducherry,2025,2,54.11
2025-03-15,Solar,MW,Puducherry,2025,3,54.51
2025-04-15,Solar,MW,Puducherry,2025,4,67.51
2025-05-15,Solar,MW,Puducherry,2025,5,67.51
2025-06-15,Solar,MW,Puducherry,2025,6,69.01
2025-07-15,Solar,MW,Puducherry,2025,7,69.01
2025-08-15,Solar,MW,Puducherry,2025,8,71.21
2024-01-15,Wind,MW,Puducherry,2024,1,
2024-02-15,Wind,MW,Puducherry,2024,2,
2024-03-15,Wind,MW,Puducherry,2024,3,
2024-04-15,Wind,MW,Puducherry,2024,4,
2024-05-15,Wind,MW,Puducherry,2024,5,
2024-06-15,Wind,MW,Puducherry,2024,6,
2024-07-15,Wind,MW,Puducherry,2024,7,
2024-08-15,Wind,MW,Puducherry,2024,8,
2024-09-15,Wind,MW,Puducherry,2024,9,
2024-10-15,Wind,MW,Puducherry,2024,10,
2024-11-15,Wind,MW,Puducherry,2024,11,
2024-12-15,Wind,MW,Puducherry,2024,12,
2025-01-15,Wind,MW,Puducherry,2025,1,
2025-02-15,Wind,MW,Puducherry,2025,2,
2025-03-15,Wind,MW,Puducherry,2025,3,
2025-04-15,Wind,MW,Puducherry,2025,4,
2025-05-15,Wind,MW,Puducherry,2025,5,
2025-06-15,Wind,MW,Puducherry,2025,6,
2025-07-15,Wind,MW,Puducherry,2025,7,
2025-08-15,Wind,MW,Puducherry,2025,8,
2024-01-15,Small-Hydro,MW,Puducherry,2024,1,
2024-02-15,Small-Hydro,MW,Puducherry,2024,2,
2024-03-15,Small-Hydro,MW,Puducherry,2024,3,
2024-04-15,Small-Hydro,MW,Puducherry,2024,4,
2024-05-15,Small-Hydro,MW,Puducherry,2024,5,
2024-06-15,Small-Hydro,MW,Puducherry,2024,6,
2024-07-15,Small-Hydro,MW,Puducherry,2024,7,
2024-08-15,Small-Hydro,MW,Puducherry,2024,8,
2024-09-15,Small-Hydro,MW,Puducherry,2024,9,
2024-10-15,Small-Hydro,MW,Puducherry,2024,10,
2024-11-15,Small-Hydro,MW,Puducherry,2024,11,
2024-12-15,Small-Hydro,MW,Puducherry,2024,12,
2025-01-15,Small-Hydro,MW,Puducherry,2025,1,
2025-02-15,Small-Hydro,MW,Puducherry,2025,2,
2025-03-15,Small-Hydro,MW,Puducherry,2025,3,
2025-04-15,Small-Hydro,MW,Puducherry,2025,4,
2025-05-15,Small-Hydro,MW,Puducherry,2025,5,
2025-06-15,Small-Hydro,MW,Puducherry,2025,6,
2025-07-15,Small-Hydro,MW,Puducherry,2025,7,
2025-08-15,Small-Hydro,MW,Puducherry,2025,8,
2024-01-15,Bio Power,MW,Puducherry,2024,1,
2024-02-15,Bio Power,MW,Puducherry,2024,2,
2024-03-15,Bio Power,MW,Puducherry,2024,3,
2024-04-15,Bio Power,MW,Puducherry,2024,4,
2024-05-15,Bio Power,MW,Puducherry,2024,5,
2024-06-15,Bio Power,MW,Puducherry,2024,6,
2024-07-15,Bio Power,MW,Puducherry,2024,7,
2024-08-15,Bio Power,MW,Puducherry,2024,8,
2024-09-15,Bio Power,MW,Puducherry,2024,9,
2024-10-15,Bio Power,MW,Puducherry,2024,10,
2024-11-15,Bio Power,MW,Puducherry,2024,11,
2024-12-15,Bio Power,MW,Puducherry,2024,12,
2025-01-15,Bio Power,MW,Puducherry,2025,1,
2025-02-15,Bio Power,MW,Puducherry,2025,2,
2025-03-15,Bio Power,MW,Puducherry,2025,3,
2025-04-15,Bio Power,MW,Puducherry,2025,4,
2025-05-15,Bio Power,MW,Puducherry,2025,5,
2025-06-15,Bio Power,MW,Puducherry,2025,6,
2025-07-15,Bio Power,MW,Puducherry,2025,7,
2025-08-15,Bio Power,MW,Puducherry,2025,8,
2024-01-15,Coal,MW,Goa,2024,1,
2024-02-15,Coal,MW,Goa,2024,2,
2024-03-15,Coal,MW,Goa,2024,3,
2024-04-15,Coal,MW,Goa,2024,4,
2024-05-15,Coal,MW,Goa,2024,5,
2024-06-15,Coal,MW,Goa,2024,6,
2024-07-15,Coal,MW,Goa,2024,7,
2024-08-15,Coal,MW,Goa,2024,8,
2024-09-15,Coal,MW,Goa,2024,9,
2024-10-15,Coal,MW,Goa,2024,10,
2024-11-15,Coal,MW,Goa,2024,11,
2024-12-15,Coal,MW,Goa,2024,12,
2025-01-15,Coal,MW,Goa,2025,1,
2025-02-15,Coal,MW,Goa,2025,2,
2025-03-15,Coal,MW,Goa,2025,3,
2025-04-15,Coal,MW,Goa,2025,4,
2025-05-15,Coal,MW,Goa,2025,5,
2025-06-15,Coal,MW,Goa,2025,6,
2025-07-15,Coal,MW,Goa,2025,7,
2025-08-15,Coal,MW,Goa,2025,8,
2024-01-15,Oil & Gas,MW,Goa,2024,1,48
2024-02-15,Oil & Gas,MW,Goa,2024,2,48
2024-03-15,Oil & Gas,MW,Goa,2024,3,48
2024-04-15,Oil & Gas,MW,Goa,2024,4,48
2024-05-15,Oil & Gas,MW,Goa,2024,5,48
2024-06-15,Oil & Gas,MW,Goa,2024,6,48
2024-07-15,Oil & Gas,MW,Goa,2024,7,48
2024-08-15,Oil & Gas,MW,Goa,2024,8,48
2024-09-15,Oil & Gas,MW,Goa,2024,9,48
2024-10-15,Oil & Gas,MW,Goa,2024,10,48
2024-11-15,Oil & Gas,MW,Goa,2024,11,48
2024-12-15,Oil & Gas,MW,Goa,2024,12,48
2025-01-15,Oil & Gas,MW,Goa,2025,1,48
2025-02-15,Oil & Gas,MW,Goa,2025,2,48
2025-03-15,Oil & Gas,MW,Goa,2025,3,48
2025-04-15,Oil & Gas,MW,Goa,2025,4,
2025-05-15,Oil & Gas,MW,Goa,2025,5,
2025-06-15,Oil & Gas,MW,Goa,2025,6,
2025-07-15,Oil & Gas,MW,Goa,2025,7,
2025-08-15,Oil & Gas,MW,Goa,2025,8,
2024-01-15,Hydro,MW,Goa,2024,1,
2024-02-15,Hydro,MW,Goa,2024,2,
2024-03-15,Hydro,MW,Goa,2024,3,
2024-04-15,Hydro,MW,Goa,2024,4,
2024-05-15,Hydro,MW,Goa,2024,5,
2024-06-15,Hydro,MW,Goa,2024,6,
2024-07-15,Hydro,MW,Goa,2024,7,
2024-08-15,Hydro,MW,Goa,2024,8,
2024-09-15,Hydro,MW,Goa,2024,9,
2024-10-15,Hydro,MW,Goa,2024,10,
2024-11-15,Hydro,MW,Goa,2024,11,
2024-12-15,Hydro,MW,Goa,2024,12,
2025-01-15,Hydro,MW,Goa,2025,1,
2025-02-15,Hydro,MW,Goa,2025,2,
2025-03-15,Hydro,MW,Goa,2025,3,
2025-04-15,Hydro,MW,Goa,2025,4,
2025-05-15,Hydro,MW,Goa,2025,5,
2025-06-15,Hydro,MW,Goa,2025,6,
2025-07-15,Hydro,MW,Goa,2025,7,
2025-08-15,Hydro,MW,Goa,2025,8,
2024-01-15,Solar,MW,Goa,2024,1,35.76
2024-02-15,Solar,MW,Goa,2024,2,35.76
2024-03-15,Solar,MW,Goa,2024,3,43.48
2024-04-15,Solar,MW,Goa,2024,4,43.48
2024-05-15,Solar,MW,Goa,2024,5,44.46
2024-06-15,Solar,MW,Goa,2024,6,45.45
2024-07-15,Solar,MW,Goa,2024,7,47.08
2024-08-15,Solar,MW,Goa,2024,8,47.08
2024-09-15,Solar,MW,Goa,2024,9,47.86
2024-10-15,Solar,MW,Goa,2024,10,47.86
2024-11-15,Solar,MW,Goa,2024,11,50.24
2024-12-15,Solar,MW,Goa,2024,12,52.56
2025-01-15,Solar,MW,Goa,2025,1,54.34
2025-02-15,Solar,MW,Goa,2025,2,55.44
2025-03-15,Solar,MW,Goa,2025,3,56.44
2025-04-15,Solar,MW,Goa,2025,4,57.64
2025-05-15,Solar,MW,Goa,2025,5,58.34
2025-06-15,Solar,MW,Goa,2025,6,60.04
2025-07-15,Solar,MW,Goa,2025,7,61.14
2025-08-15,Solar,MW,Goa,2025,8,61.84
2024-01-15,Small-Hydro,MW,Goa,2024,1,0.05
2024-02-15,Small-Hydro,MW,Goa,2024,2,0.05
2024-03-15,Small-Hydro,MW,Goa,2024,3,0.05
2024-04-15,Small-Hydro,MW,Goa,2024,4,0.05
2024-05-15,Small-Hydro,MW,Goa,2024,5,0.05
2024-06-15,Small-Hydro,MW,Goa,2024,6,0.05
2024-07-15,Small-Hydro,MW,Goa,2024,7,0.05
2024-08-15,Small-Hydro,MW,Goa,2024,8,0.05
2024-09-15,Small-Hydro,MW,Goa,2024,9,0.05
2024-10-15,Small-Hydro,MW,Goa,2024,10,0.05
2024-11-15,Small-Hydro,MW,Goa,2024,11,0.05
2024-12-15,Small-Hydro,MW,Goa,2024,12,0.05
2025-01-15,Small-Hydro,MW,Goa,2025,1,0.05
2025-02-15,Small-Hydro,MW,Goa,2025,2,0.05
2025-03-15,Small-Hydro,MW,Goa,2025,3,0.05
2025-04-15,Small-Hydro,MW,Goa,2025,4,0.05
2025-05-15,Small-Hydro,MW,Goa,2025,5,0.05
2025-06-15,Small-Hydro,MW,Goa,2025,6,0.05
2025-07-15,Small-Hydro,MW,Goa,2025,7,0.05
2025-08-15,Small-Hydro,MW,Goa,2025,8,0.05
2024-01-15,Bio Power,MW,Goa,2024,1,1.94
2024-02-15,Bio Power,MW,Goa,2024,2,1.94
2024-03-15,Bio Power,MW,Goa,2024,3,1.94
2024-04-15,Bio Power,MW,Goa,2024,4,1.94
2024-05-15,Bio Power,MW,Goa,2024,5,1.94
2024-06-15,Bio Power,MW,Goa,2024,6,1.94
2024-07-15,Bio Power,MW,Goa,2024,7,1.94
2024-08-15,Bio Power,MW,Goa,2024,8,1.94
2024-09-15,Bio Power,MW,Goa,2024,9,1.94
2024-10-15,Bio Power,MW,Goa,2024,10,1.94
2024-11-15,Bio Power,MW,Goa,2024,11,1.94
2024-12-15,Bio Power,MW,Goa,2024,12,1.94
2025-01-15,Bio Power,MW,Goa,2025,1,1.94
2025-02-15,Bio Power,MW,Goa,2025,2,1.94
2025-03-15,Bio Power,MW,Goa,2025,3,1.94
2025-04-15,Bio Power,MW,Goa,2025,4,1.94
2025-05-15,Bio Power,MW,Goa,2025,5,1.94
2025-06-15,Bio Power,MW,Goa,2025,6,1.94
2025-07-15,Bio Power,MW,Goa,2025,7,1.94
2025-08-15,Bio Power,MW,Goa,2025,8,1.94
2024-01-15,Coal,MW,Chhattisgarh,2024,1,23628
2024-02-15,Coal,MW,Chhattisgarh,2024,2,23628
2024-03-15,Coal,MW,Chhattisgarh,2024,3,23628
2024-04-15,Coal,MW,Chhattisgarh,2024,4,23628
2024-05-15,Coal,MW,Chhattisgarh,2024,5,23628
2024-06-15,Coal,MW,Chhattisgarh,2024,6,23628
2024-07-15,Coal,MW,Chhattisgarh,2024,7,23628
2024-08-15,Coal,MW,Chhattisgarh,2024,8,23628
2024-09-15,Coal,MW,Chhattisgarh,2024,9,23628
2024-10-15,Coal,MW,Chhattisgarh,2024,10,23628
2024-11-15,Coal,MW,Chhattisgarh,2024,11,23628
2024-12-15,Coal,MW,Chhattisgarh,2024,12,23628
2025-01-15,Coal,MW,Chhattisgarh,2025,1,23628
2025-02-15,Coal,MW,Chhattisgarh,2025,2,23628
2025-03-15,Coal,MW,Chhattisgarh,2025,3,23628
2025-04-15,Coal,MW,Chhattisgarh,2025,4,23493
2025-05-15,Coal,MW,Chhattisgarh,2025,5,23493
2025-06-15,Coal,MW,Chhattisgarh,2025,6,23493
2025-07-15,Coal,MW,Chhattisgarh,2025,7,24093
2025-08-15,Coal,MW,Chhattisgarh,2025,8,24093
2024-01-15,Oil & Gas,MW,Chhattisgarh,2024,1,
2024-02-15,Oil & Gas,MW,Chhattisgarh,2024,2,
2024-03-15,Oil & Gas,MW,Chhattisgarh,2024,3,
2024-04-15,Oil & Gas,MW,Chhattisgarh,2024,4,
2024-05-15,Oil & Gas,MW,Chhattisgarh,2024,5,
2024-06-15,Oil & Gas,MW,Chhattisgarh,2024,6,
2024-07-15,Oil & Gas,MW,Chhattisgarh,2024,7,
2024-08-15,Oil & Gas,MW,Chhattisgarh,2024,8,
2024-09-15,Oil & Gas,MW,Chhattisgarh,2024,9,
2024-10-15,Oil & Gas,MW,Chhattisgarh,2024,10,
2024-11-15,Oil & Gas,MW,Chhattisgarh,2024,11,
2024-12-15,Oil & Gas,MW,Chhattisgarh,2024,12,
2025-01-15,Oil & Gas,MW,Chhattisgarh,2025,1,
2025-02-15,Oil & Gas,MW,Chhattisgarh,2025,2,
2025-03-15,Oil & Gas,MW,Chhattisgarh,2025,3,
2025-04-15,Oil & Gas,MW,Chhattisgarh,2025,4,
2025-05-15,Oil & Gas,MW,Chhattisgarh,2025,5,
2025-06-15,Oil & Gas,MW,Chhattisgarh,2025,6,
2025-07-15,Oil & Gas,MW,Chhattisgarh,2025,7,
2025-08-15,Oil & Gas,MW,Chhattisgarh,2025,8,
2024-01-15,Hydro,MW,Chhattisgarh,2024,1,120
2024-02-15,Hydro,MW,Chhattisgarh,2024,2,120
2024-03-15,Hydro,MW,Chhattisgarh,2024,3,120
2024-04-15,Hydro,MW,Chhattisgarh,2024,4,120
2024-05-15,Hydro,MW,Chhattisgarh,2024,5,120
2024-06-15,Hydro,MW,Chhattisgarh,2024,6,120
2024-07-15,Hydro,MW,Chhattisgarh,2024,7,120
2024-08-15,Hydro,MW,Chhattisgarh,2024,8,120
2024-09-15,Hydro,MW,Chhattisgarh,2024,9,120
2024-10-15,Hydro,MW,Chhattisgarh,2024,10,120
2024-11-15,Hydro,MW,Chhattisgarh,2024,11,120
2024-12-15,Hydro,MW,Chhattisgarh,2024,12,120
2025-01-15,Hydro,MW,Chhattisgarh,2025,1,120
2025-02-15,Hydro,MW,Chhattisgarh,2025,2,120
2025-03-15,Hydro,MW,Chhattisgarh,2025,3,120
2025-04-15,Hydro,MW,Chhattisgarh,2025,4,120
2025-05-15,Hydro,MW,Chhattisgarh,2025,5,120
2025-06-15,Hydro,MW,Chhattisgarh,2025,6,120
2025-07-15,Hydro,MW,Chhattisgarh,2025,7,120
2025-08-15,Hydro,MW,Chhattisgarh,2025,8,120
2024-01-15,Solar,MW,Chhattisgarh,2024,1,1096.62
2024-02-15,Solar,MW,Chhattisgarh,2024,2,1204.01
2024-03-15,Solar,MW,Chhattisgarh,2024,3,1212.39
2024-04-15,Solar,MW,Chhattisgarh,2024,4,1214.39
2024-05-15,Solar,MW,Chhattisgarh,2024,5,1219.7
2024-06-15,Solar,MW,Chhattisgarh,2024,6,1242.7
2024-07-15,Solar,MW,Chhattisgarh,2024,7,1242.7
2024-08-15,Solar,MW,Chhattisgarh,2024,8,1264.32
2024-09-15,Solar,MW,Chhattisgarh,2024,9,1265.78
2024-10-15,Solar,MW,Chhattisgarh,2024,10,1265.78
2024-11-15,Solar,MW,Chhattisgarh,2024,11,1270.52
2024-12-15,Solar,MW,Chhattisgarh,2024,12,1336.34
2025-01-15,Solar,MW,Chhattisgarh,2025,1,1340.54
2025-02-15,Solar,MW,Chhattisgarh,2025,2,1340.54
2025-03-15,Solar,MW,Chhattisgarh,2025,3,1347.04
2025-04-15,Solar,MW,Chhattisgarh,2025,4,1398.5
2025-05-15,Solar,MW,Chhattisgarh,2025,5,1398.5
2025-06-15,Solar,MW,Chhattisgarh,2025,6,1491.3
2025-07-15,Solar,MW,Chhattisgarh,2025,7,1535.84
2025-08-15,Solar,MW,Chhattisgarh,2025,8,1549.24
2024-01-15,Small-Hydro,MW,Chhattisgarh,2024,1,76
2024-02-15,Small-Hydro,MW,Chhattisgarh,2024,2,76
2024-03-15,Small-Hydro,MW,Chhattisgarh,2024,3,76
2024-04-15,Small-Hydro,MW,Chhattisgarh,2024,4,76
2024-05-15,Small-Hydro,MW,Chhattisgarh,2024,5,76
2024-06-15,Small-Hydro,MW,Chhattisgarh,2024,6,76
2024-07-15,Small-Hydro,MW,Chhattisgarh,2024,7,76
2024-08-15,Small-Hydro,MW,Chhattisgarh,2024,8,76
2024-09-15,Small-Hydro,MW,Chhattisgarh,2024,9,76
2024-10-15,Small-Hydro,MW,Chhattisgarh,2024,10,76
2024-11-15,Small-Hydro,MW,Chhattisgarh,2024,11,76
2024-12-15,Small-Hydro,MW,Chhattisgarh,2024,12,76
2025-01-15,Small-Hydro,MW,Chhattisgarh,2025,1,76
2025-02-15,Small-Hydro,MW,Chhattisgarh,2025,2,76
2025-03-15,Small-Hydro,MW,Chhattisgarh,2025,3,76
2025-04-15,Small-Hydro,MW,Chhattisgarh,2025,4,76
2025-05-15,Small-Hydro,MW,Chhattisgarh,2025,5,76
2025-06-15,Small-Hydro,MW,Chhattisgarh,2025,6,76
2025-07-15,Small-Hydro,MW,Chhattisgarh,2025,7,76
2025-08-15,Small-Hydro,MW,Chhattisgarh,2025,8,76
2024-01-15,Bio Power,MW,Chhattisgarh,2024,1,275
2024-02-15,Bio Power,MW,Chhattisgarh,2024,2,275
2024-03-15,Bio Power,MW,Chhattisgarh,2024,3,275
2024-04-15,Bio Power,MW,Chhattisgarh,2024,4,275
2024-05-15,Bio Power,MW,Chhattisgarh,2024,5,275
2024-06-15,Bio Power,MW,Chhattisgarh,2024,6,275
2024-07-15,Bio Power,MW,Chhattisgarh,2024,7,275
2024-08-15,Bio Power,MW,Chhattisgarh,2024,8,275
2024-09-15,Bio Power,MW,Chhattisgarh,2024,9,275
2024-10-15,Bio Power,MW,Chhattisgarh,2024,10,275
2024-11-15,Bio Power,MW,Chhattisgarh,2024,11,275
2024-12-15,Bio Power,MW,Chhattisgarh,2024,12,275
2025-01-15,Bio Power,MW,Chhattisgarh,2025,1,277.09
2025-02-15,Bio Power,MW,Chhattisgarh,2025,2,277.09
2025-03-15,Bio Power,MW,Chhattisgarh,2025,3,285.42
2025-04-15,Bio Power,MW,Chhattisgarh,2025,4,285.42
2025-05-15,Bio Power,MW,Chhattisgarh,2025,5,285.42
2025-06-15,Bio Power,MW,Chhattisgarh,2025,6,285.42
2025-07-15,Bio Power,MW,Chhattisgarh,2025,7,285.42
2025-08-15,Bio Power,MW,Chhattisgarh,2025,8,285.42
2024-01-15,Coal,MW,Jammu and Kashmir,2024,1,
2024-02-15,Coal,MW,Jammu and Kashmir,2024,2,
2024-03-15,Coal,MW,Jammu and Kashmir,2024,3,
2024-04-15,Coal,MW,Jammu and Kashmir,2024,4,
2024-05-15,Coal,MW,Jammu and Kashmir,2024,5,
2024-06-15,Coal,MW,Jammu and Kashmir,2024,6,
2024-07-15,Coal,MW,Jammu and Kashmir,2024,7,
2024-08-15,Coal,MW,Jammu and Kashmir,2024,8,
2024-09-15,Coal,MW,Jammu and Kashmir,2024,9,
2024-10-15,Coal,MW,Jammu and Kashmir,2024,10,
2024-11-15,Coal,MW,Jammu and Kashmir,2024,11,
2024-12-15,Coal,MW,Jammu and Kashmir,2024,12,
2025-01-15,Coal,MW,Jammu and Kashmir,2025,1,
2025-02-15,Coal,MW,Jammu and Kashmir,2025,2,
2025-03-15,Coal,MW,Jammu and Kashmir,2025,3,
2025-04-15,Coal,MW,Jammu and Kashmir,2025,4,
2025-05-15,Coal,MW,Jammu and Kashmir,2025,5,
2025-06-15,Coal,MW,Jammu and Kashmir,2025,6,
2025-07-15,Coal,MW,Jammu and Kashmir,2025,7,
2025-08-15,Coal,MW,Jammu and Kashmir,2025,8,
2024-01-15,Oil & Gas,MW,Jammu and Kashmir,2024,1,175
2024-02-15,Oil & Gas,MW,Jammu and Kashmir,2024,2,175
2024-03-15,Oil & Gas,MW,Jammu and Kashmir,2024,3,175
2024-04-15,Oil & Gas,MW,Jammu and Kashmir,2024,4,175
2024-05-15,Oil & Gas,MW,Jammu and Kashmir,2024,5,175
2024-06-15,Oil & Gas,MW,Jammu and Kashmir,2024,6,175
2024-07-15,Oil & Gas,MW,Jammu and Kashmir,2024,7,175
2024-08-15,Oil & Gas,MW,Jammu and Kashmir,2024,8,175
2024-09-15,Oil & Gas,MW,Jammu and Kashmir,2024,9,175
2024-10-15,Oil & Gas,MW,Jammu and Kashmir,2024,10,175
2024-11-15,Oil & Gas,MW,Jammu and Kashmir,2024,11,175
2024-12-15,Oil & Gas,MW,Jammu and Kashmir,2024,12,175
2025-01-15,Oil & Gas,MW,Jammu and Kashmir,2025,1,175
2025-02-15,Oil & Gas,MW,Jammu and Kashmir,2025,2,175
