date,source,unit,State,year,month,value
2024-02-15,Oil & Gas,MW,Chandigarh,2024,2,
2024-03-15,Oil & Gas,MW,Chandigarh,2024,3,
2024-04-15,Oil & Gas,MW,Chandigarh,2024,4,
2024-05-15,Oil & Gas,MW,Chandigarh,2024,5,
2024-06-15,Oil & Gas,MW,Chandigarh,2024,6,
2024-07-15,Oil & Gas,MW,Chandigarh,2024,7,
2024-08-15,Oil & Gas,MW,Chandigarh,2024,8,
2024-09-15,Oil & Gas,MW,Chandigarh,2024,9,
2024-10-15,Oil & Gas,MW,Chandigarh,2024,10,
2024-11-15,Oil & Gas,MW,Chandigarh,2024,11,
2024-12-15,Oil & Gas,MW,Chandigarh,2024,12,
2025-01-15,Oil & Gas,MW,Chandigarh,2025,1,
2025-02-15,Oil & Gas,MW,Chandigarh,2025,2,
2025-03-15,Oil & Gas,MW,Chandigarh,2025,3,
2025-04-15,Oil & Gas,MW,Chandigarh,2025,4,
2025-05-15,Oil & Gas,MW,Chandigarh,2025,5,
2025-06-15,Oil & Gas,MW,Chandigarh,2025,6,
2025-07-15,Oil & Gas,MW,Chandigarh,2025,7,
2025-08-15,Oil & Gas,MW,Chandigarh,2025,8,
2024-01-15,Hydro,MW,Chandigarh,2024,1,
2024-02-15,Hydro,MW,Chandigarh,2024,2,
2024-03-15,Hydro,MW,Chandigarh,2024,3,
2024-04-15,Hydro,MW,Chandigarh,2024,4,
2024-05-15,Hydro,MW,Chandigarh,2024,5,
2024-06-15,Hydro,MW,Chandigarh,2024,6,
2024-07-15,Hydro,MW,Chandigarh,2024,7,
2024-08-15,Hydro,MW,Chandigarh,2024,8,
2024-09-15,Hydro,MW,Chandigarh,2024,9,
2024-10-15,Hydro,MW,Chandigarh,2024,10,
2024-11-15,Hydro,MW,Chandigarh,2024,11,
2024-12-15,Hydro,MW,Chandigarh,2024,12,
2025-01-15,Hydro,MW,Chandigarh,2025,1,
2025-02-15,Hydro,MW,Chandigarh,2025,2,
2025-03-15,Hydro,MW,Chandigarh,2025,3,
2025-04-15,Hydro,MW,Chandigarh,2025,4,
2025-05-15,Hydro,MW,Chandigarh,2025,5,
2025-06-15,Hydro,MW,Chandigarh,2025,6,
2025-07-15,Hydro,MW,Chandigarh,2025,7,
2025-08-15,Hydro,MW,Chandigarh,2025,8,
2024-01-15,Solar,MW,Chandigarh,2024,1,64.05
2024-02-15,Solar,MW,Chandigarh,2024,2,64.05
2024-03-15,Solar,MW,Chandigarh,2024,3,65.52
2024-04-15,Solar,MW,Chandigarh,2024,4,65.52
2024-05-15,Solar,MW,Chandigarh,2024,5,65.52
2024-06-15,Solar,MW,Chandigarh,2024,6,65.52
2024-07-15,Solar,MW,Chandigarh,2024,7,73.22
2024-08-15,Solar,MW,Chandigarh,2024,8,73.58
2024-09-15,Solar,MW,Chandigarh,2024,9,74.04
2024-10-15,Solar,MW,Chandigarh,2024,10,75.51
2024-11-15,Solar,MW,Chandigarh,2024,11,76.26
2024-12-15,Solar,MW,Chandigarh,2024,12,77.05
2025-01-15,Solar,MW,Chandigarh,2025,1,78.85
2025-02-15,Solar,MW,Chandigarh,2025,2,78.85
2025-03-15,Solar,MW,Chandigarh,2025,3,78.85
2025-04-15,Solar,MW,Chandigarh,2025,4,78.85
2025-05-15,Solar,MW,Chandigarh,2025,5,78.85
2025-06-15,Solar,MW,Chandigarh,2025,6,78.85
2025-07-15,Solar,MW,Chandigarh,2025,7,78.85
2025-08-15,Solar,MW,Chandigarh,2025,8,78.85
2024-01-15,Small-Hydro,MW,Chandigarh,2024,1,
2024-02-15,Small-Hydro,MW,Chandigarh,2024,2,
2024-03-15,Small-Hydro,MW,Chandigarh,2024,3,
2024-04-15,Small-Hydro,MW,Chandigarh,2024,4,
2024-05-15,Small-Hydro,MW,Chandigarh,2024,5,
2024-06-15,Small-Hydro,MW,Chandigarh,2024,6,
2024-07-15,Small-Hydro,MW,Chandigarh,2024,7,
2024-08-15,Small-Hydro,MW,Chandigarh,2024,8,
2024-09-15,Small-Hydro,MW,Chandigarh,2024,9,
2024-10-15,Small-Hydro,MW,Chandigarh,2024,10,
2024-11-15,Small-Hydro,MW,Chandigarh,2024,11,
2024-12-15,Small-Hydro,MW,Chandigarh,2024,12,
2025-01-15,Small-Hydro,MW,Chandigarh,2025,1,
2025-02-15,Small-Hydro,MW,Chandigarh,2025,2,
2025-03-15,Small-Hydro,MW,Chandigarh,2025,3,
2025-04-15,Small-Hydro,MW,Chandigarh,2025,4,
2025-05-15,Small-Hydro,MW,Chandigarh,2025,5,
2025-06-15,Small-Hydro,MW,Chandigarh,2025,6,
2025-07-15,Small-Hydro,MW,Chandigarh,2025,7,
2025-08-15,Small-Hydro,MW,Chandigarh,2025,8,
2024-01-15,Bio Power,MW,Chandigarh,2024,1,
2024-02-15,Bio Power,MW,Chandigarh,2024,2,
2024-03-15,Bio Power,MW,Chandigarh,2024,3,
2024-04-15,Bio Power,MW,Chandigarh,2024,4,
2024-05-15,Bio Power,MW,Chandigarh,2024,5,
2024-06-15,Bio Power,MW,Chandigarh,2024,6,
2024-07-15,Bio Power,MW,Chandigarh,2024,7,
2024-08-15,Bio Power,MW,Chandigarh,2024,8,
2024-09-15,Bio Power,MW,Chandigarh,2024,9,
2024-10-15,Bio Power,MW,Chandigarh,2024,10,
2024-11-15,Bio Power,MW,Chandigarh,2024,11,
2024-12-15,Bio Power,MW,Chandigarh,2024,12,
2025-01-15,Bio Power,MW,Chandigarh,2025,1,
2025-02-15,Bio Power,MW,Chandigarh,2025,2,
2025-03-15,Bio Power,MW,Chandigarh,2025,3,
2025-04-15,Bio Power,MW,Chandigarh,2025,4,
2025-05-15,Bio Power,MW,Chandigarh,2025,5,
2025-06-15,Bio Power,MW,Chandigarh,2025,6,
2025-07-15,Bio Power,MW,Chandigarh,2025,7,
2025-08-15,Bio Power,MW,Chandigarh,2025,8,
2024-01-15,Coal,MW,Haryana,2024,1,5330
2024-02-15,Coal,MW,Haryana,2024,2,5330
2024-03-15,Coal,MW,Haryana,2024,3,5330
2024-04-15,Coal,MW,Haryana,2024,4,5330
2024-05-15,Coal,MW,Haryana,2024,5,5330
2024-06-15,Coal,MW,Haryana,2024,6,5330
2024-07-15,Coal,MW,Haryana,2024,7,5330
2024-08-15,Coal,MW,Haryana,2024,8,5330
2024-09-15,Coal,MW,Haryana,2024,9,5330
2024-10-15,Coal,MW,Haryana,2024,10,5330
2024-11-15,Coal,MW,Haryana,2024,11,5330
2024-12-15,Coal,MW,Haryana,2024,12,5330
2025-01-15,Coal,MW,Haryana,2025,1,5330
2025-02-15,Coal,MW,Haryana,2025,2,5330
2025-03-15,Coal,MW,Haryana,2025,3,5330
2025-04-15,Coal,MW,Haryana,2025,4,5330
2025-05-15,Coal,MW,Haryana,2025,5,5330
2025-06-15,Coal,MW,Haryana,2025,6,5330
2025-07-15,Coal,MW,Haryana,2025,7,5330
2025-08-15,Coal,MW,Haryana,2025,8,5330
2024-01-15,Oil & Gas,MW,Haryana,2024,1,431.59
2024-02-15,Oil & Gas,MW,Haryana,2024,2,431.59
2024-03-15,Oil & Gas,MW,Haryana,2024,3,431.59
2024-04-15,Oil & Gas,MW,Haryana,2024,4,431.59
2024-05-15,Oil & Gas,MW,Haryana,2024,5,431.59
2024-06-15,Oil & Gas,MW,Haryana,2024,6,431.59
2024-07-15,Oil & Gas,MW,Haryana,2024,7,431.59
2024-08-15,Oil & Gas,MW,Haryana,2024,8,431.59
2024-09-15,Oil & Gas,MW,Haryana,2024,9,431.59
2024-10-15,Oil & Gas,MW,Haryana,2024,10,431.59
2024-11-15,Oil & Gas,MW,Haryana,2024,11,431.59
2024-12-15,Oil & Gas,MW,Haryana,2024,12,431.59
2025-01-15,Oil & Gas,MW,Haryana,2025,1,431.59
2025-02-15,Oil & Gas,MW,Haryana,2025,2,431.59
2025-03-15,Oil & Gas,MW,Haryana,2025,3,431.59
2025-04-15,Oil & Gas,MW,Haryana,2025,4,431.59
2025-05-15,Oil & Gas,MW,Haryana,2025,5,431.59
2025-06-15,Oil & Gas,MW,Haryana,2025,6,431.59
2025-07-15,Oil & Gas,MW,Haryana,2025,7,431.59
2025-08-15,Oil & Gas,MW,Haryana,2025,8,431.59
2024-01-15,Hydro,MW,Haryana,2024,1,
2024-02-15,Hydro,MW,Haryana,2024,2,
2024-03-15,Hydro,MW,Haryana,2024,3,
2024-04-15,Hydro,MW,Haryana,2024,4,
2024-05-15,Hydro,MW,Haryana,2024,5,
2024-06-15,Hydro,MW,Haryana,2024,6,
2024-07-15,Hydro,MW,Haryana,2024,7,
2024-08-15,Hydro,MW,Haryana,2024,8,
2024-09-15,Hydro,MW,Haryana,2024,9,
2024-10-15,Hydro,MW,Haryana,2024,10,
2024-11-15,Hydro,MW,Haryana,2024,11,
2024-12-15,Hydro,MW,Haryana,2024,12,
2025-01-15,Hydro,MW,Haryana,2025,1,
2025-02-15,Hydro,MW,Haryana,2025,2,
2025-03-15,Hydro,MW,Haryana,2025,3,
2025-04-15,Hydro,MW,Haryana,2025,4,
2025-05-15,Hydro,MW,Haryana,2025,5,
2025-06-15,Hydro,MW,Haryana,2025,6,
2025-07-15,Hydro,MW,Haryana,2025,7,
2025-08-15,Hydro,MW,Haryana,2025,8,
2024-01-15,Solar,MW,Haryana,2024,1,1323.61
2024-02-15,Solar,MW,Haryana,2024,2,1323.61
2024-03-15,Solar,MW,Haryana,2024,3,1475.72
2024-04-15,Solar,MW,Haryana,2024,4,1496.8
2024-05-15,Solar,MW,Haryana,2024,5,1599.23
2024-06-15,Solar,MW,Haryana,2024,6,1628.82
2024-07-15,Solar,MW,Haryana,2024,7,1805.28
2024-08-15,Solar,MW,Haryana,2024,8,1872.62
2024-09-15,Solar,MW,Haryana,2024,9,1901.88
2024-10-15,Solar,MW,Haryana,2024,10,1905.19
2024-11-15,Solar,MW,Haryana,2024,11,1956.35
2024-12-15,Solar,MW,Haryana,2024,12,1986.96
2025-01-15,Solar,MW,Haryana,2025,1,2015.34
2025-02-15,Solar,MW,Haryana,2025,2,2025.18
2025-03-15,Solar,MW,Haryana,2025,3,2064.97
2025-04-15,Solar,MW,Haryana,2025,4,2099.33
2025-05-15,Solar,MW,Haryana,2025,5,2107.82
2025-06-15,Solar,MW,Haryana,2025,6,2151.39
2025-07-15,Solar,MW,Haryana,2025,7,2177.01
2025-08-15,Solar,MW,Haryana,2025,8,2231.39
2024-01-15,Small-Hydro,MW,Haryana,2024,1,73.5
2024-02-15,Small-Hydro,MW,Haryana,2024,2,73.5
2024-03-15,Small-Hydro,MW,Haryana,2024,3,73.5
2024-04-15,Small-Hydro,MW,Haryana,2024,4,73.5
2024-05-15,Small-Hydro,MW,Haryana,2024,5,73.5
2024-06-15,Small-Hydro,MW,Haryana,2024,6,73.5
2024-07-15,Small-Hydro,MW,Haryana,2024,7,73.5
2024-08-15,Small-Hydro,MW,Haryana,2024,8,73.5
2024-09-15,Small-Hydro,MW,Haryana,2024,9,73.5
2024-10-15,Small-Hydro,MW,Haryana,2024,10,73.5
2024-11-15,Small-Hydro,MW,Haryana,2024,11,73.5
2024-12-15,Small-Hydro,MW,Haryana,2024,12,73.5
2025-01-15,Small-Hydro,MW,Haryana,2025,1,73.5
2025-02-15,Small-Hydro,MW,Haryana,2025,2,73.5
2025-03-15,Small-Hydro,MW,Haryana,2025,3,73.5
2025-04-15,Small-Hydro,MW,Haryana,2025,4,73.5
2025-05-15,Small-Hydro,MW,Haryana,2025,5,73.5
2025-06-15,Small-Hydro,MW,Haryana,2025,6,73.5
2025-07-15,Small-Hydro,MW,Haryana,2025,7,73.5
2025-08-15,Small-Hydro,MW,Haryana,2025,8,73.5
2024-01-15,Bio Power,MW,Haryana,2024,1,265.7
2024-02-15,Bio Power,MW,Haryana,2024,2,265.7
2024-03-15,Bio Power,MW,Haryana,2024,3,283.7
2024-04-15,Bio Power,MW,Haryana,2024,4,285.03
2024-05-15,Bio Power,MW,Haryana,2024,5,285.03
2024-06-15,Bio Power,MW,Haryana,2024,6,285.03
2024-07-15,Bio Power,MW,Haryana,2024,7,285.03
2024-08-15,Bio Power,MW,Haryana,2024,8,288.24
2024-09-15,Bio Power,MW,Haryana,2024,9,288.24
2024-10-15,Bio Power,MW,Haryana,2024,10,289.49
2024-11-15,Bio Power,MW,Haryana,2024,11,292.62
2024-12-15,Bio Power,MW,Haryana,2024,12,292.62
2025-01-15,Bio Power,MW,Haryana,2025,1,292.62
2025-02-15,Bio Power,MW,Haryana,2025,2,292.62
2025-03-15,Bio Power,MW,Haryana,2025,3,311.47
2025-04-15,Bio Power,MW,Haryana,2025,4,311.47
2025-05-15,Bio Power,MW,Haryana,2025,5,311.47
2025-06-15,Bio Power,MW,Haryana,2025,6,311.47
2025-07-15,Bio Power,MW,Haryana,2025,7,311.47
2025-08-15,Bio Power,MW,Haryana,2025,8,311.47
2024-01-15,Hydro,MW,Ladakh,2024,1,89
2024-02-15,Hydro,MW,Ladakh,2024,2,89
2024-03-15,Hydro,MW,Ladakh,2024,3,89
2024-04-15,Hydro,MW,Ladakh,2024,4,89
2024-05-15,Hydro,MW,Ladakh,2024,5,89
2024-06-15,Hydro,MW,Ladakh,2024,6,89
2024-07-15,Hydro,MW,Ladakh,2024,7,89
2024-08-15,Hydro,MW,Ladakh,2024,8,89
2024-09-15,Hydro,MW,Ladakh,2024,9,89
2024-10-15,Hydro,MW,Ladakh,2024,10,89
2024-11-15,Hydro,MW,Ladakh,2024,11,89
2024-12-15,Hydro,MW,Ladakh,2024,12,89
2025-01-15,Hydro,MW,Ladakh,2025,1,89
2025-02-15,Hydro,MW,Ladakh,2025,2,89
2025-03-15,Hydro,MW,Ladakh,2025,3,89
2025-04-15,Hydro,MW,Ladakh,2025,4,89
2025-05-15,Hydro,MW,Ladakh,2025,5,89
2025-06-15,Hydro,MW,Ladakh,2025,6,89
2025-07-15,Hydro,MW,Ladakh,2025,7,89
2025-08-15,Hydro,MW,Ladakh,2025,8,89
2024-01-15,Solar,MW,Ladakh,2024,1,7.8
2024-02-15,Solar,MW,Ladakh,2024,2,7.8
2024-03-15,Solar,MW,Ladakh,2024,3,7.8
2024-04-15,Solar,MW,Ladakh,2024,4,7.8
2024-05-15,Solar,MW,Ladakh,2024,5,7.8
2024-06-15,Solar,MW,Ladakh,2024,6,7.8
2024-07-15,Solar,MW,Ladakh,2024,7,7.8
2024-08-15,Solar,MW,Ladakh,2024,8,7.8
2024-09-15,Solar,MW,Ladakh,2024,9,7.8
2024-10-15,Solar,MW,Ladakh,2024,10,7.8
2024-11-15,Solar,MW,Ladakh,2024,11,7.8
2024-12-15,Solar,MW,Ladakh,2024,12,7.8
2025-01-15,Solar,MW,Ladakh,2025,1,7.8
2025-02-15,Solar,MW,Ladakh,2025,2,7.8
2025-03-15,Solar,MW,Ladakh,2025,3,7.8
2025-04-15,Solar,MW,Ladakh,2025,4,7.8
2025-05-15,Solar,MW,Ladakh,2025,5,7.8
2025-06-15,Solar,MW,Ladakh,2025,6,7.8
2025-07-15,Solar,MW,Ladakh,2025,7,11
2025-08-15,Solar,MW,Ladakh,2025,8,11
2024-01-15,Small-Hydro,MW,Ladakh,2024,1,42.99
2024-02-15,Small-Hydro,MW,Ladakh,2024,2,42.99
2024-03-15,Small-Hydro,MW,Ladakh,2024,3,42.99
2024-04-15,Small-Hydro,MW,Ladakh,2024,4,42.99
2024-05-15,Small-Hydro,MW,Ladakh,2024,5,42.99
2024-06-15,Small-Hydro,MW,Ladakh,2024,6,42.99
2024-07-15,Small-Hydro,MW,Ladakh,2024,7,42.99
2024-08-15,Small-Hydro,MW,Ladakh,2024,8,42.99
2024-09-15,Small-Hydro,MW,Ladakh,2024,9,42.99
2024-10-15,Small-Hydro,MW,Ladakh,2024,10,44.49
2024-11-15,Small-Hydro,MW,Ladakh,2024,11,44.49
2024-12-15,Small-Hydro,MW,Ladakh,2024,12,45.79
2025-01-15,Small-Hydro,MW,Ladakh,2025,1,45.79
2025-02-15,Small-Hydro,MW,Ladakh,2025,2,45.79
2025-03-15,Small-Hydro,MW,Ladakh,2025,3,45.79
2025-04-15,Small-Hydro,MW,Ladakh,2025,4,45.79
2025-05-15,Small-Hydro,MW,Ladakh,2025,5,45.79
2025-06-15,Small-Hydro,MW,Ladakh,2025,6,45.79
2025-07-15,Small-Hydro,MW,Ladakh,2025,7,45.79
2025-08-15,Small-Hydro,MW,Ladakh,2025,8,45.79
2024-01-15,Coal,MW,Madhya Pradesh,2024,1,22000
2024-02-15,Coal,MW,Madhya Pradesh,2024,2,22000
2024-03-15,Coal,MW,Madhya Pradesh,2024,3,22000
2024-04-15,Coal,MW,Madhya Pradesh,2024,4,22000
2024-05-15,Coal,MW,Madhya Pradesh,2024,5,22000
2024-06-15,Coal,MW,Madhya Pradesh,2024,6,22000
2024-07-15,Coal,MW,Madhya Pradesh,2024,7,22000
2024-08-15,Coal,MW,Madhya Pradesh,2024,8,22000
2024-09-15,Coal,MW,Madhya Pradesh,2024,9,22000
2024-10-15,Coal,MW,Madhya Pradesh,2024,10,22000
2024-11-15,Coal,MW,Madhya Pradesh,2024,11,22000
2024-12-15,Coal,MW,Madhya Pradesh,2024,12,22000
2025-01-15,Coal,MW,Madhya Pradesh,2025,1,22000
2025-02-15,Coal,MW,Madhya Pradesh,2025,2,22000
2025-03-15,Coal,MW,Madhya Pradesh,2025,3,22000
2025-04-15,Coal,MW,Madhya Pradesh,2025,4,21170
2025-05-15,Coal,MW,Madhya Pradesh,2025,5,21170
2025-06-15,Coal,MW,Madhya Pradesh,2025,6,21170
2025-07-15,Coal,MW,Madhya Pradesh,2025,7,21170
2025-08-15,Coal,MW,Madhya Pradesh,2025,8,21170
2024-01-15,Oil & Gas,MW,Madhya Pradesh,2024,1,
2024-02-15,Oil & Gas,MW,Madhya Pradesh,2024,2,
2024-03-15,Oil & Gas,MW,Madhya Pradesh,2024,3,
2024-04-15,Oil & Gas,MW,Madhya Pradesh,2024,4,
2024-05-15,Oil & Gas,MW,Madhya Pradesh,2024,5,
2024-06-15,Oil & Gas,MW,Madhya Pradesh,2024,6,
2024-07-15,Oil & Gas,MW,Madhya Pradesh,2024,7,
2024-08-15,Oil & Gas,MW,Madhya Pradesh,2024,8,
2024-09-15,Oil & Gas,MW,Madhya Pradesh,2024,9,
2024-10-15,Oil & Gas,MW,Madhya Pradesh,2024,10,
2024-11-15,Oil & Gas,MW,Madhya Pradesh,2024,11,
2024-12-15,Oil & Gas,MW,Madhya Pradesh,2024,12,
2025-01-15,Oil & Gas,MW,Madhya Pradesh,2025,1,
2025-02-15,Oil & Gas,MW,Madhya Pradesh,2025,2,
2025-03-15,Oil & Gas,MW,Madhya Pradesh,2025,3,
2025-04-15,Oil & Gas,MW,Madhya Pradesh,2025,4,
2025-05-15,Oil & Gas,MW,Madhya Pradesh,2025,5,
2025-06-15,Oil & Gas,MW,Madhya Pradesh,2025,6,
2025-07-15,Oil & Gas,MW,Madhya Pradesh,2025,7,
2025-08-15,Oil & Gas,MW,Madhya Pradesh,2025,8,
2024-01-15,Nuclear,MW,Madhya Pradesh,2024,1,
2024-02-15,Nuclear,MW,Madhya Pradesh,2024,2,
2024-03-15,Nuclear,MW,Madhya Pradesh,2024,3,
2024-04-15,Nuclear,MW,Madhya Pradesh,2024,4,
2024-05-15,Nuclear,MW,Madhya Pradesh,2024,5,
2024-06-15,Nuclear,MW,Madhya Pradesh,2024,6,
2024-07-15,Nuclear,MW,Madhya Pradesh,2024,7,
2024-08-15,Nuclear,MW,Madhya Pradesh,2024,8,
2024-09-15,Nuclear,MW,Madhya Pradesh,2024,9,
2024-10-15,Nuclear,MW,Madhya Pradesh,2024,10,
2024-11-15,Nuclear,MW,Madhya Pradesh,2024,11,
2024-12-15,Nuclear,MW,Madhya Pradesh,2024,12,
2025-01-15,Nuclear,MW,Madhya Pradesh,2025,1,
2025-02-15,Nuclear,MW,Madhya Pradesh,2025,2,
2025-03-15,Nuclear,MW,Madhya Pradesh,2025,3,
2025-04-15,Nuclear,MW,Madhya Pradesh,2025,4,
2025-05-15,Nuclear,MW,Madhya Pradesh,2025,5,
2025-06-15,Nuclear,MW,Madhya Pradesh,2025,6,
2025-07-15,Nuclear,MW,Madhya Pradesh,2025,7,
2025-08-15,Nuclear,MW,Madhya Pradesh,2025,8,
2024-01-15,Hydro,MW,Madhya Pradesh,2024,1,2235
2024-02-15,Hydro,MW,Madhya Pradesh,2024,2,2235
2024-03-15,Hydro,MW,Madhya Pradesh,2024,3,2235
2024-04-15,Hydro,MW,Madhya Pradesh,2024,4,2235
2024-05-15,Hydro,MW,Madhya Pradesh,2024,5,2235
2024-06-15,Hydro,MW,Madhya Pradesh,2024,6,2235
2024-07-15,Hydro,MW,Madhya Pradesh,2024,7,2235
2024-08-15,Hydro,MW,Madhya Pradesh,2024,8,2235
2024-09-15,Hydro,MW,Madhya Pradesh,2024,9,2235
2024-10-15,Hydro,MW,Madhya Pradesh,2024,10,2235
2024-11-15,Hydro,MW,Madhya Pradesh,2024,11,2235
2024-12-15,Hydro,MW,Madhya Pradesh,2024,12,2235
2025-01-15,Hydro,MW,Madhya Pradesh,2025,1,2235
2025-02-15,Hydro,MW,Madhya Pradesh,2025,2,2235
2025-03-15,Hydro,MW,Madhya Pradesh,2025,3,2235
2025-04-15,Hydro,MW,Madhya Pradesh,2025,4,2235
2025-05-15,Hydro,MW,Madhya Pradesh,2025,5,2235
2025-06-15,Hydro,MW,Madhya Pradesh,2025,6,2235
2025-07-15,Hydro,MW,Madhya Pradesh,2025,7,2235
2025-08-15,Hydro,MW,Madhya Pradesh,2025,8,2235
2024-01-15,Solar,MW,Madhya Pradesh,2024,1,3245.38
2024-02-15,Solar,MW,Madhya Pradesh,2024,2,3295.38
2024-03-15,Solar,MW,Madhya Pradesh,2024,3,3995.43
2024-04-15,Solar,MW,Madhya Pradesh,2024,4,4050.99
2024-05-15,Solar,MW,Madhya Pradesh,2024,5,4063.61
2024-06-15,Solar,MW,Madhya Pradesh,2024,6,4076.92
2024-07-15,Solar,MW,Madhya Pradesh,2024,7,4086.95
2024-08-15,Solar,MW,Madhya Pradesh,2024,8,4128.26
2024-09-15,Solar,MW,Madhya Pradesh,2024,9,4150.68
2024-10-15,Solar,MW,Madhya Pradesh,2024,10,4248.69
2024-11-15,Solar,MW,Madhya Pradesh,2024,11,4910.08
2024-12-15,Solar,MW,Madhya Pradesh,2024,12,4973.58
2025-01-15,Solar,MW,Madhya Pradesh,2025,1,4999.08
2025-02-15,Solar,MW,Madhya Pradesh,2025,2,5012.88
2025-03-15,Solar,MW,Madhya Pradesh,2025,3,5118.38
2025-04-15,Solar,MW,Madhya Pradesh,2025,4,5156.78
2025-05-15,Solar,MW,Madhya Pradesh,2025,5,5265.37
2025-06-15,Solar,MW,Madhya Pradesh,2025,6,5570.07
2025-07-15,Solar,MW,Madhya Pradesh,2025,7,5594.97
2025-08-15,Solar,MW,Madhya Pradesh,2025,8,5638.87
2024-01-15,Wind,MW,Madhya Pradesh,2024,1,2844.29
2024-02-15,Wind,MW,Madhya Pradesh,2024,2,2844.29
2024-03-15,Wind,MW,Madhya Pradesh,2024,3,2844.29
2024-04-15,Wind,MW,Madhya Pradesh,2024,4,2844.29
2024-05-15,Wind,MW,Madhya Pradesh,2024,5,2844.29
2024-06-15,Wind,MW,Madhya Pradesh,2024,6,2844.29
2024-07-15,Wind,MW,Madhya Pradesh,2024,7,2844.29
2024-08-15,Wind,MW,Madhya Pradesh,2024,8,2844.29
2024-09-15,Wind,MW,Madhya Pradesh,2024,9,2844.29
2024-10-15,Wind,MW,Madhya Pradesh,2024,10,2844.29
2024-11-15,Wind,MW,Madhya Pradesh,2024,11,2844.29
2024-12-15,Wind,MW,Madhya Pradesh,2024,12,2844.29
2025-01-15,Wind,MW,Madhya Pradesh,2025,1,2844.29
2025-02-15,Wind,MW,Madhya Pradesh,2025,2,2844.29
2025-03-15,Wind,MW,Madhya Pradesh,2025,3,3195.15
2025-04-15,Wind,MW,Madhya Pradesh,2025,4,3195.15
2025-05-15,Wind,MW,Madhya Pradesh,2025,5,3195.15
2025-06-15,Wind,MW,Madhya Pradesh,2025,6,3195.15
2025-07-15,Wind,MW,Madhya Pradesh,2025,7,3278.15
2025-08-15,Wind,MW,Madhya Pradesh,2025,8,3435.15
2024-01-15,Small-Hydro,MW,Madhya Pradesh,2024,1,123.71
2024-02-15,Small-Hydro,MW,Madhya Pradesh,2024,2,123.71
2024-03-15,Small-Hydro,MW,Madhya Pradesh,2024,3,123.71
2024-04-15,Small-Hydro,MW,Madhya Pradesh,2024,4,123.71
2024-05-15,Small-Hydro,MW,Madhya Pradesh,2024,5,123.71
2024-06-15,Small-Hydro,MW,Madhya Pradesh,2024,6,123.71
2024-07-15,Small-Hydro,MW,Madhya Pradesh,2024,7,123.71
2024-08-15,Small-Hydro,MW,Madhya Pradesh,2024,8,123.71
2024-09-15,Small-Hydro,MW,Madhya Pradesh,2024,9,123.71
2024-10-15,Small-Hydro,MW,Madhya Pradesh,2024,10,123.71
2024-11-15,Small-Hydro,MW,Madhya Pradesh,2024,11,123.71
2024-12-15,Small-Hydro,MW,Madhya Pradesh,2024,12,123.71
2025-01-15,Small-Hydro,MW,Madhya Pradesh,2025,1,123.71
2025-02-15,Small-Hydro,MW,Madhya Pradesh,2025,2,123.71
2025-03-15,Small-Hydro,MW,Madhya Pradesh,2025,3,123.71
2025-04-15,Small-Hydro,MW,Madhya Pradesh,2025,4,123.71
2025-05-15,Small-Hydro,MW,Madhya Pradesh,2025,5,123.71
2025-06-15,Small-Hydro,MW,Madhya Pradesh,2025,6,123.71
2025-07-15,Small-Hydro,MW,Madhya Pradesh,2025,7,123.71
2025-08-15,Small-Hydro,MW,Madhya Pradesh,2025,8,123.71
2024-01-15,Bio Power,MW,Madhya Pradesh,2024,1,134.94
2024-02-15,Bio Power,MW,Madhya Pradesh,2024,2,134.94
2024-03-15,Bio Power,MW,Madhya Pradesh,2024,3,134.94
2024-04-15,Bio Power,MW,Madhya Pradesh,2024,4,134.94
2024-05-15,Bio Power,MW,Madhya Pradesh,2024,5,134.94
2024-06-15,Bio Power,MW,Madhya Pradesh,2024,6,134.94
2024-07-15,Bio Power,MW,Madhya Pradesh,2024,7,134.94
2024-08-15,Bio Power,MW,Madhya Pradesh,2024,8,134.94
2024-09-15,Bio Power,MW,Madhya Pradesh,2024,9,134.94
2024-10-15,Bio Power,MW,Madhya Pradesh,2024,10,134.94
2024-11-15,Bio Power,MW,Madhya Pradesh,2024,11,134.94
2024-12-15,Bio Power,MW,Madhya Pradesh,2024,12,135.36
2025-01-15,Bio Power,MW,Madhya Pradesh,2025,1,139.53
2025-02-15,Bio Power,MW,Madhya Pradesh,2025,2,150.88
2025-03-15,Bio Power,MW,Madhya Pradesh,2025,3,155.46
2025-04-15,Bio Power,MW,Madhya Pradesh,2025,4,155.46
2025-05-15,Bio Power,MW,Madhya Pradesh,2025,5,155.46
2025-06-15,Bio Power,MW,Madhya Pradesh,2025,6,155.46
2025-07-15,Bio Power,MW,Madhya Pradesh,2025,7,155.46
2025-08-15,Bio Power,MW,Madhya Pradesh,2025,8,155.46
2024-01-15,Coal,MW,Maharashtra,2024,1,24006
2024-02-15,Coal,MW,Maharashtra,2024,2,24006
2024-03-15,Coal,MW,Maharashtra,2024,3,24006
2024-04-15,Coal,MW,Maharashtra,2024,4,24006
2024-05-15,Coal,MW,Maharashtra,2024,5,24006
2024-06-15,Coal,MW,Maharashtra,2024,6,24006
2024-07-15,Coal,MW,Maharashtra,2024,7,24006
2024-08-15,Coal,MW,Maharashtra,2024,8,24006
2024-09-15,Coal,MW,Maharashtra,2024,9,24006
2024-10-15,Coal,MW,Maharashtra,2024,10,24006
